Survived,SibSp,Parch,Has_Cabin,Sex_Encoded,Pclass_Encoded,Embarked_Q,Embarked_S,Age_Scaled,Fare_Log_Scaled
0,0,0,0,1,3,0,0,-0.08613809053381893,0.673556852006697
0,0,0,0,1,1,0,1,-0.3347850840509874,-0.8475157022567751
0,0,0,0,1,2,0,1,0.8255675523624655,-0.3046458931962617
1,0,0,1,0,3,0,1,1.6543908640863605,0.4784578699976341
1,0,0,0,0,1,0,1,0.16250890298334955,-0.7459713978125595
0,0,0,0,1,1,0,0,0.07962657181096006,-0.9407602855054759
0,1,1,0,0,1,0,1,0.07962657181096006,0.39663044162101224
0,0,0,0,1,2,0,1,0.41115589650051804,-0.3046458931962617
1,1,1,0,0,2,0,1,0.16250890298334955,0.49263460555851546
1,1,2,1,1,3,0,1,-1.4951377204644403,1.5630645439328383
1,0,1,0,1,1,0,0,-2.199637535429751,-0.7667470210023402
1,0,0,0,1,1,0,1,-0.16902042170620843,-0.9783226542734366
0,0,0,0,1,1,0,1,0.16250890298334955,-0.8638833729854817
0,0,0,1,1,3,0,1,0.8255675523624655,-3.4639266381479032
0,0,0,0,0,1,0,1,-0.9149614022577138,-0.8638833729854817
0,0,0,0,1,2,0,1,0.8255675523624655,-0.3046458931962617
1,1,0,1,0,3,0,1,0.3282735653281285,1.3135995861484342
0,0,0,0,1,1,0,1,-0.2519027528785979,-0.8486331704239699
0,0,0,0,1,1,0,1,0.8255675523624655,0.39663044162101224
0,0,0,0,1,2,0,1,0.4940382276729075,-0.5401326474896715
0,4,2,0,0,1,0,1,-1.9095493763263878,0.6952352921999051
0,0,0,0,1,1,0,1,0.1210677373971548,-0.8269425125655973
0,0,0,1,1,3,0,1,-0.08613809053381893,-3.4639266381479032
0,0,0,0,0,1,0,1,-0.5005497463957664,-0.843592637875174
0,1,1,0,1,2,0,0,0.16250890298334955,0.8908499511758815
0,0,0,0,1,1,0,1,1.1570968770520236,-1.0598439935313846
0,3,2,0,1,1,0,1,-1.57802005163683,0.563011261709795
1,1,1,1,0,3,0,1,1.903037857603529,1.5630645439328383
1,0,0,0,1,1,0,1,-0.16902042170620843,-0.7485456210133309
0,0,0,0,1,3,0,1,0.742685221190076,-3.4639266381479032
1,0,1,1,0,1,0,1,-0.16902042170620843,-0.3504014515755686
0,4,1,0,1,1,0,1,-2.199637535429751,0.9725228748597404
0,0,0,0,1,1,1,0,-0.08613809053381893,-0.9820812906789335
0,0,0,0,1,1,0,1,-0.08613809053381893,1.3864778041319725
1,0,2,0,1,2,0,0,-2.199637535429751,0.8908499511758815
1,0,0,0,1,1,1,0,-0.08613809053381893,-0.8672988523685876
1,0,0,1,0,3,0,1,2.1102436855345026,1.5630645439328383
1,1,0,0,0,1,0,0,-1.1636083957748824,-0.18634186145862344
1,1,1,0,1,2,0,1,-2.199637535429751,0.10728012522401835
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.9407602855054759
0,0,0,0,1,1,0,1,-0.5005497463957664,-0.8531270238554911
0,0,0,0,1,1,0,1,-0.9149614022577138,-0.7943212922060678
1,1,1,1,0,3,0,0,0.8255675523624655,1.5630645439328383
0,0,0,0,1,1,0,1,-0.6663144087405454,-0.7485456210133309
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8269425125655973
1,0,0,0,1,1,0,1,0.24539123415573905,1.3864778041319725
1,0,0,1,1,3,0,0,-0.08613809053381893,0.6353428051158762
0,0,0,0,1,1,0,1,-0.7491967399129349,-0.843592637875174
0,0,0,0,1,2,0,1,-1.0807260646024928,-0.5401326474896715
1,0,0,0,0,3,0,0,0.07962657181096006,0.6849914554196326
0,0,0,0,1,1,0,0,0.4525970620867128,-1.061854278994097
0,0,0,0,1,1,0,1,-0.9978437334301034,-0.7485456210133309
0,0,0,0,1,1,0,1,1.074214545879634,-0.8949792696580025
0,8,2,0,1,1,0,1,-0.08613809053381893,1.5630645439328383
0,0,0,0,1,1,0,0,0.4940382276729075,-0.8475157022567751
0,0,1,0,1,2,0,1,-0.08613809053381893,0.7575666883353044
1,1,0,1,0,3,0,0,-0.08613809053381893,1.5630645439328383
0,4,2,0,1,1,0,1,-2.075314038671167,0.6952352921999051
0,0,0,0,1,1,0,1,2.1102436855345026,-0.8638833729854817
0,1,1,0,0,1,0,0,-1.6609023828092193,-0.12654116914341326
1,0,1,1,0,3,0,1,-1.0807260646024928,0.9640339019150194
0,1,0,0,0,2,0,1,1.239979208224413,0.48160111997292887
1,0,1,0,0,1,0,1,-0.9149614022577138,-0.6662623244241525
1,1,1,0,0,3,0,1,1.3228615393968024,1.5630645439328383
1,0,0,1,1,3,0,1,1.8201555264311393,0.5057419413731775
1,0,3,0,0,1,0,0,-0.4176674152233769,0.1377003747278826
0,0,0,0,1,1,0,0,-0.08613809053381893,-0.9407602855054759
0,2,0,0,1,1,0,1,0.9913322147072445,-0.21344063410781686
0,1,0,0,1,2,0,1,-0.6663144087405454,-0.4403144629250198
1,0,0,1,0,3,0,1,1.5715085329139709,0.4784578699976341
0,8,2,0,0,1,0,1,-0.08613809053381893,1.5630645439328383
0,0,0,0,1,2,0,1,-0.4176674152233769,-0.3046458931962617
1,0,0,0,0,2,0,1,1.074214545879634,-0.3046458931962617
1,1,0,0,0,2,0,0,-0.16902042170620843,-0.23341541412816838
0,0,0,1,1,3,0,1,0.16250890298334955,1.254540713545084
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.6490372112496652
1,1,1,0,1,1,0,1,-2.075314038671167,-0.47595873819643225
0,0,0,0,1,1,0,1,-0.2519027528785979,-0.8475157022567751
1,1,1,1,0,3,0,1,1.4886262017415814,1.3014607886643448
0,0,0,1,1,3,0,1,0.3282735653281285,-1.3189671000607854
0,0,0,0,1,1,0,1,1.4886262017415814,-0.7074451224662006
1,1,0,0,0,2,0,0,-0.08613809053381893,0.3894691557884869
1,0,0,0,0,1,0,0,-1.1636083957748824,-0.9413714272077109
0,0,0,0,1,1,0,1,-0.7491967399129349,-0.6102471968833472
0,0,0,0,1,1,0,1,-0.8320790710853244,-0.8475157022567751
0,0,0,0,1,1,0,1,-0.08613809053381893,-0.8475157022567751
1,0,1,1,0,3,0,0,2.1102436855345026,1.5630645439328383
1,0,1,0,0,2,0,1,-0.3347850840509874,0.48160111997292887
0,0,0,0,1,1,0,1,0.3282735653281285,-0.8475157022567751
0,0,0,0,0,1,0,1,-0.5834320775681558,-0.5383954752456878
0,0,0,0,1,2,0,1,-0.08613809053381893,-0.5401326474896715
0,0,0,0,1,1,0,1,-0.3347850840509874,-0.9671170369332387
0,0,5,0,0,1,1,0,0.8255675523624655,0.6127084536079945
0,0,0,0,1,2,0,1,-0.16902042170620843,-0.3046458931962617
1,0,0,1,0,3,0,1,-0.8320790710853244,0.6469843041020237
0,1,2,0,0,1,0,1,-0.08613809053381893,0.3628383875901937
1,0,0,1,1,3,0,0,-0.2519027528785979,0.6469843041020237
0,0,0,0,1,1,1,0,0.24539123415573905,-0.8672988523685876
